Episode,AvgReward,P1_WinRate,P1_Annihil,P1_Attrit,P2_Annihil,P2_Attrit,DrawRate,AvgSteps,Timestamp
20000,805.64,0.65,0.46,0.19,0.17,0.07,0.11,476.6,2025-12-04T03:11:11.312723
20100,765.09,0.49,0.31,0.18,0.27,0.12,0.12,487.6,2025-12-04T03:14:21.103213
20200,814.00,0.63,0.47,0.16,0.13,0.09,0.15,459.2,2025-12-04T03:16:10.638537
20300,800.78,0.60,0.39,0.21,0.22,0.11,0.07,491.1,2025-12-04T03:18:07.167717
20400,835.50,0.59,0.43,0.16,0.20,0.11,0.10,468.9,2025-12-04T03:19:58.547900
20500,742.49,0.56,0.40,0.16,0.17,0.16,0.11,476.4,2025-12-04T03:21:51.500321
20600,774.15,0.59,0.45,0.14,0.13,0.11,0.17,472.0,2025-12-04T03:25:23.646277
20700,697.25,0.59,0.39,0.20,0.15,0.12,0.14,495.6,2025-12-04T03:27:20.414501
20800,774.87,0.66,0.44,0.22,0.14,0.10,0.10,469.0,2025-12-04T03:29:10.874086
20900,879.78,0.65,0.45,0.20,0.22,0.08,0.05,458.8,2025-12-04T03:31:01.560910
21000,858.99,0.70,0.52,0.18,0.14,0.08,0.08,453.4,2025-12-04T03:32:49.770845
21100,825.92,0.59,0.42,0.17,0.21,0.11,0.09,476.6,2025-12-04T03:35:48.728298
21200,808.55,0.61,0.39,0.22,0.22,0.06,0.11,486.9,2025-12-04T03:37:43.854220
21300,774.02,0.61,0.44,0.17,0.13,0.12,0.14,461.5,2025-12-04T03:39:32.876932
21400,784.07,0.55,0.40,0.15,0.19,0.12,0.14,465.3,2025-12-04T03:41:23.062730
21500,665.39,0.58,0.37,0.21,0.14,0.08,0.20,496.1,2025-12-04T03:43:18.676099
21600,844.48,0.62,0.48,0.14,0.16,0.13,0.09,467.9,2025-12-04T03:46:27.661193
21700,881.38,0.63,0.50,0.13,0.16,0.11,0.10,445.8,2025-12-04T03:48:13.162292
21800,911.57,0.55,0.38,0.17,0.31,0.07,0.07,448.6,2025-12-04T03:49:59.610966
21900,858.00,0.45,0.37,0.08,0.28,0.15,0.12,470.0,2025-12-04T03:51:53.217864
22000,945.09,0.56,0.45,0.11,0.26,0.10,0.08,445.8,2025-12-04T03:53:39.985871
22100,749.11,0.54,0.37,0.17,0.20,0.16,0.10,469.9,2025-12-04T03:56:59.988370
22200,829.63,0.62,0.47,0.15,0.15,0.11,0.12,467.6,2025-12-04T03:58:51.020139
22300,726.39,0.53,0.35,0.18,0.20,0.12,0.15,492.3,2025-12-04T04:00:46.280626
22400,762.25,0.61,0.40,0.21,0.18,0.09,0.12,475.4,2025-12-04T04:02:39.059968
22500,722.65,0.60,0.40,0.20,0.14,0.12,0.14,492.2,2025-12-04T04:04:35.143277
22600,826.20,0.53,0.42,0.11,0.21,0.10,0.16,466.6,2025-12-04T04:07:49.935812
22700,878.97,0.59,0.49,0.10,0.19,0.08,0.14,461.6,2025-12-04T04:09:37.540480
22800,805.90,0.50,0.36,0.14,0.25,0.11,0.14,457.3,2025-12-04T04:11:25.712796
22900,916.24,0.67,0.51,0.16,0.18,0.08,0.07,445.9,2025-12-04T04:13:10.785517
23000,994.07,0.69,0.52,0.17,0.24,0.01,0.06,435.5,2025-12-04T04:14:55.335331
23100,917.14,0.63,0.53,0.10,0.17,0.13,0.07,457.0,2025-12-04T04:18:03.957676
23200,882.17,0.62,0.47,0.15,0.19,0.06,0.13,463.7,2025-12-04T04:19:51.356901
23300,877.88,0.66,0.47,0.19,0.21,0.04,0.09,470.1,2025-12-04T04:21:43.143063
23400,927.88,0.61,0.50,0.11,0.20,0.13,0.06,453.3,2025-12-04T04:23:30.586213
23500,803.21,0.62,0.43,0.19,0.18,0.07,0.13,458.1,2025-12-04T04:25:19.523837
23600,827.74,0.61,0.45,0.16,0.17,0.08,0.14,463.3,2025-12-04T04:28:38.197473
23700,751.78,0.60,0.44,0.16,0.12,0.13,0.15,469.8,2025-12-04T04:30:28.875473
23800,856.51,0.65,0.43,0.22,0.22,0.06,0.07,458.0,2025-12-04T04:32:17.969362
23900,867.64,0.66,0.48,0.18,0.17,0.09,0.08,442.8,2025-12-04T04:34:03.988351
24000,830.13,0.71,0.49,0.22,0.14,0.06,0.09,468.4,2025-12-04T04:35:56.975333
24100,850.27,0.61,0.44,0.17,0.18,0.14,0.07,462.5,2025-12-04T04:38:39.662831
24200,867.55,0.63,0.46,0.17,0.19,0.09,0.09,448.8,2025-12-04T04:40:26.283879
24300,814.33,0.56,0.44,0.12,0.18,0.11,0.15,474.7,2025-12-04T04:42:18.402248
24400,955.70,0.66,0.58,0.08,0.16,0.08,0.10,437.7,2025-12-04T04:44:03.246053
24500,787.09,0.61,0.42,0.19,0.19,0.08,0.12,470.3,2025-12-04T04:45:55.744667
24600,890.37,0.60,0.44,0.16,0.23,0.06,0.11,443.6,2025-12-04T04:49:22.252290
24700,906.60,0.64,0.45,0.19,0.24,0.05,0.07,443.6,2025-12-04T04:51:07.785400
24800,852.31,0.62,0.48,0.14,0.17,0.10,0.11,472.9,2025-12-04T04:52:58.127103
24900,836.90,0.61,0.45,0.16,0.17,0.12,0.10,466.6,2025-12-04T04:54:49.179274
25000,877.54,0.55,0.42,0.13,0.25,0.10,0.10,456.5,2025-12-04T04:56:36.364433
25100,877.44,0.61,0.45,0.16,0.21,0.08,0.10,454.7,2025-12-04T04:59:44.619905
25200,919.94,0.60,0.48,0.12,0.21,0.08,0.11,446.8,2025-12-04T05:01:30.954199
25300,886.68,0.58,0.41,0.17,0.25,0.08,0.09,453.5,2025-12-04T05:03:24.417558
25400,883.27,0.65,0.50,0.15,0.16,0.06,0.13,445.6,2025-12-04T05:05:17.560266
25500,881.61,0.72,0.55,0.17,0.11,0.08,0.09,438.6,2025-12-04T05:07:08.072254
25600,889.35,0.63,0.48,0.15,0.20,0.09,0.08,443.8,2025-12-04T05:10:11.698902
25700,849.43,0.69,0.53,0.16,0.10,0.09,0.12,454.8,2025-12-04T05:12:02.470640
25800,866.23,0.61,0.46,0.15,0.20,0.11,0.08,452.1,2025-12-04T05:13:50.922101
25900,910.24,0.58,0.47,0.11,0.22,0.07,0.13,441.3,2025-12-04T05:15:38.813586
26000,886.03,0.64,0.51,0.13,0.16,0.07,0.13,448.7,2025-12-04T05:17:26.375329
26100,906.04,0.51,0.42,0.09,0.26,0.08,0.15,443.4,2025-12-04T05:20:49.836224
26200,921.45,0.61,0.47,0.14,0.23,0.08,0.08,459.5,2025-12-04T05:22:38.868817
26300,880.71,0.59,0.45,0.14,0.21,0.12,0.08,440.6,2025-12-04T05:24:24.390040
26400,932.87,0.60,0.53,0.07,0.17,0.13,0.10,429.9,2025-12-04T05:26:06.677525
26500,927.74,0.67,0.52,0.15,0.19,0.07,0.07,460.3,2025-12-04T05:27:56.191917
26600,875.82,0.58,0.45,0.13,0.21,0.12,0.09,455.4,2025-12-04T05:31:06.611530
26700,836.57,0.61,0.46,0.15,0.17,0.11,0.11,478.7,2025-12-04T05:33:00.877189
26800,975.38,0.67,0.58,0.09,0.16,0.07,0.10,437.1,2025-12-04T05:34:47.440736
26900,940.14,0.63,0.49,0.14,0.21,0.08,0.08,440.8,2025-12-04T05:36:33.297885
27000,903.67,0.61,0.42,0.19,0.25,0.05,0.09,439.5,2025-12-04T05:38:17.767568
27100,918.82,0.60,0.49,0.11,0.21,0.08,0.11,441.9,2025-12-04T05:41:21.926071
27200,860.83,0.67,0.54,0.13,0.11,0.07,0.15,456.9,2025-12-04T05:43:12.113318
27300,913.53,0.63,0.52,0.11,0.18,0.06,0.13,451.9,2025-12-04T05:45:01.291968
27400,938.33,0.65,0.53,0.12,0.18,0.07,0.10,453.4,2025-12-04T05:46:51.042620
27500,970.16,0.58,0.47,0.11,0.25,0.05,0.12,424.3,2025-12-04T05:48:32.440380
27600,905.58,0.52,0.42,0.10,0.25,0.07,0.16,455.9,2025-12-04T05:51:45.728400
27700,954.38,0.60,0.50,0.10,0.22,0.06,0.12,434.0,2025-12-04T05:53:29.924584
27800,898.27,0.64,0.55,0.09,0.13,0.07,0.16,453.1,2025-12-04T05:55:18.179061
27900,935.55,0.70,0.55,0.15,0.16,0.08,0.06,454.6,2025-12-04T05:57:07.313225
28000,839.38,0.63,0.46,0.17,0.17,0.05,0.15,455.5,2025-12-04T05:58:55.479109
28100,902.76,0.56,0.43,0.13,0.25,0.08,0.11,444.1,2025-12-04T06:01:51.084247
28200,852.92,0.63,0.42,0.21,0.23,0.07,0.07,477.6,2025-12-04T06:03:42.257712
28300,838.99,0.64,0.46,0.18,0.18,0.07,0.11,463.2,2025-12-04T06:05:31.976596
28400,827.24,0.65,0.45,0.20,0.19,0.09,0.07,464.3,2025-12-04T06:07:23.506636
28500,917.99,0.61,0.47,0.14,0.23,0.09,0.07,464.1,2025-12-04T06:09:12.652922
28600,962.27,0.67,0.55,0.12,0.18,0.08,0.07,443.6,2025-12-04T06:12:34.132240
28700,941.69,0.65,0.56,0.09,0.16,0.07,0.12,432.7,2025-12-04T06:14:18.110823
28800,873.07,0.68,0.50,0.18,0.16,0.05,0.11,444.0,2025-12-04T06:16:03.384392
28900,890.80,0.65,0.53,0.12,0.15,0.06,0.14,447.7,2025-12-04T06:17:50.001643
29000,908.45,0.61,0.51,0.10,0.18,0.13,0.08,438.6,2025-12-04T06:19:35.579468
29100,971.85,0.59,0.50,0.09,0.23,0.09,0.09,452.8,2025-12-04T06:23:06.847223
29200,907.50,0.70,0.57,0.13,0.12,0.11,0.07,451.7,2025-12-04T06:24:53.416767
29300,895.17,0.61,0.49,0.12,0.18,0.11,0.10,444.9,2025-12-04T06:26:39.444408
29400,925.52,0.62,0.50,0.12,0.18,0.07,0.13,423.1,2025-12-04T06:28:20.808327
29500,845.10,0.49,0.39,0.10,0.23,0.12,0.16,454.8,2025-12-04T06:30:09.870055
29600,828.52,0.63,0.46,0.17,0.16,0.10,0.11,460.9,2025-12-04T06:33:24.708574
29700,990.61,0.65,0.57,0.08,0.18,0.13,0.04,425.4,2025-12-04T06:35:06.148917
29800,956.90,0.71,0.58,0.13,0.14,0.06,0.09,445.8,2025-12-04T06:36:53.720141
29900,847.06,0.58,0.47,0.11,0.16,0.09,0.17,460.6,2025-12-04T06:38:42.145677
30000,931.55,0.54,0.43,0.11,0.27,0.06,0.13,455.9,2025-12-04T06:40:31.708376
30100,920.03,0.60,0.48,0.12,0.21,0.09,0.10,446.8,2025-12-04T06:43:59.685704
30200,863.51,0.59,0.49,0.10,0.17,0.10,0.14,465.2,2025-12-04T06:45:49.668098
30300,930.92,0.60,0.47,0.13,0.21,0.09,0.10,432.0,2025-12-04T06:47:32.636879
30400,875.11,0.51,0.41,0.10,0.24,0.13,0.12,448.9,2025-12-04T06:49:21.363038
30500,914.98,0.53,0.49,0.04,0.19,0.15,0.13,460.7,2025-12-04T06:51:11.969952
30600,939.70,0.63,0.51,0.12,0.20,0.05,0.12,452.8,2025-12-04T06:54:28.419195
30700,932.16,0.70,0.55,0.15,0.16,0.06,0.08,436.7,2025-12-04T06:56:14.085932
30800,817.01,0.67,0.46,0.21,0.15,0.09,0.09,470.6,2025-12-04T06:58:06.364229
30900,901.41,0.55,0.41,0.14,0.25,0.11,0.09,449.8,2025-12-04T06:59:54.501399
31000,896.46,0.58,0.39,0.19,0.28,0.09,0.05,447.1,2025-12-04T07:01:40.358395
31100,911.77,0.66,0.52,0.14,0.16,0.04,0.14,458.8,2025-12-04T07:05:02.923189
31200,876.03,0.54,0.43,0.11,0.23,0.09,0.14,459.7,2025-12-04T07:06:52.849189
31300,879.59,0.62,0.42,0.20,0.23,0.09,0.06,461.0,2025-12-04T07:08:44.829023
31400,876.04,0.56,0.42,0.14,0.23,0.06,0.15,448.6,2025-12-04T07:10:31.182560
31500,886.74,0.65,0.47,0.18,0.20,0.07,0.08,460.5,2025-12-04T07:12:21.033847
31600,806.03,0.59,0.38,0.21,0.23,0.11,0.07,474.8,2025-12-04T07:15:47.237860
31700,787.95,0.55,0.43,0.12,0.17,0.13,0.15,468.2,2025-12-04T07:17:37.753769
31800,769.47,0.56,0.40,0.16,0.18,0.09,0.17,490.7,2025-12-04T07:19:35.726220
31900,932.57,0.69,0.57,0.12,0.14,0.06,0.11,445.0,2025-12-04T07:21:22.282627
32000,823.62,0.59,0.42,0.17,0.20,0.05,0.16,456.3,2025-12-04T07:23:13.100409
32100,927.68,0.57,0.46,0.11,0.24,0.10,0.09,455.2,2025-12-04T07:26:42.463558
32200,891.72,0.60,0.46,0.14,0.20,0.11,0.09,456.5,2025-12-04T07:28:31.163844
32300,855.60,0.68,0.51,0.17,0.14,0.13,0.05,469.1,2025-12-04T07:30:22.939647
32400,885.90,0.57,0.44,0.13,0.23,0.12,0.08,448.4,2025-12-04T07:32:10.496019
32500,841.06,0.54,0.43,0.11,0.20,0.14,0.12,460.1,2025-12-04T07:34:00.533737
32600,841.33,0.55,0.38,0.17,0.24,0.09,0.12,461.9,2025-12-04T07:37:33.075168
32700,740.87,0.65,0.39,0.26,0.16,0.09,0.10,490.2,2025-12-04T07:39:28.785260
32800,813.41,0.50,0.37,0.13,0.23,0.13,0.14,466.8,2025-12-04T07:41:19.140478
32900,862.75,0.64,0.44,0.20,0.20,0.06,0.10,459.6,2025-12-04T07:43:07.777251
33000,923.37,0.61,0.44,0.17,0.25,0.05,0.09,459.6,2025-12-04T07:44:58.543333
33100,904.85,0.56,0.46,0.10,0.22,0.09,0.13,441.8,2025-12-04T07:47:51.432007
33200,831.38,0.61,0.45,0.16,0.16,0.14,0.09,453.4,2025-12-04T07:49:39.970850
33300,820.15,0.59,0.44,0.15,0.17,0.08,0.16,457.8,2025-12-04T07:51:30.212581
33400,874.02,0.59,0.42,0.17,0.25,0.08,0.08,457.2,2025-12-04T07:53:19.577490
33500,794.87,0.52,0.36,0.16,0.24,0.11,0.13,477.5,2025-12-04T07:55:12.185233
33600,837.10,0.57,0.44,0.13,0.19,0.12,0.12,471.1,2025-12-04T07:58:10.108446
33700,944.41,0.69,0.56,0.13,0.15,0.10,0.06,452.7,2025-12-04T07:59:57.291989
33800,836.85,0.66,0.51,0.15,0.12,0.11,0.11,466.5,2025-12-04T08:01:48.838983
33900,914.35,0.67,0.48,0.19,0.21,0.07,0.05,463.0,2025-12-04T08:03:38.569486
34000,803.87,0.63,0.43,0.20,0.17,0.09,0.11,459.7,2025-12-04T08:05:27.552563
34100,842.41,0.67,0.48,0.19,0.16,0.07,0.10,466.0,2025-12-04T08:08:56.101818
34200,859.41,0.62,0.47,0.15,0.18,0.08,0.12,455.6,2025-12-04T08:10:44.993515
34300,938.63,0.62,0.45,0.17,0.25,0.02,0.11,447.1,2025-12-04T08:12:31.945254
34400,747.34,0.60,0.39,0.21,0.17,0.10,0.13,475.4,2025-12-04T08:14:24.524979
34500,802.06,0.68,0.49,0.19,0.12,0.11,0.09,473.6,2025-12-04T08:16:19.370599
34600,846.34,0.59,0.41,0.18,0.24,0.04,0.13,472.6,2025-12-04T08:19:53.551296
34700,800.04,0.52,0.34,0.18,0.26,0.11,0.11,479.5,2025-12-04T08:21:48.662780
34800,938.24,0.67,0.54,0.13,0.17,0.10,0.06,450.9,2025-12-04T08:23:35.411037
34900,846.45,0.52,0.37,0.15,0.26,0.14,0.08,455.1,2025-12-04T08:25:25.014073
35000,813.20,0.59,0.44,0.15,0.17,0.11,0.13,453.1,2025-12-04T08:27:16.241674
35100,895.83,0.61,0.50,0.11,0.18,0.08,0.13,450.8,2025-12-04T08:30:47.686001
35200,999.79,0.62,0.50,0.12,0.25,0.06,0.07,428.8,2025-12-04T08:32:33.512630
35300,922.80,0.65,0.49,0.16,0.20,0.07,0.08,441.2,2025-12-04T08:34:19.795634
35400,848.70,0.56,0.44,0.12,0.19,0.12,0.13,459.4,2025-12-04T08:36:10.886045
35500,967.13,0.50,0.43,0.07,0.29,0.10,0.11,436.3,2025-12-04T08:37:56.618863
35600,854.49,0.53,0.37,0.16,0.27,0.12,0.08,460.0,2025-12-04T08:41:30.866266
35700,784.80,0.50,0.34,0.16,0.23,0.14,0.13,459.8,2025-12-04T08:43:19.872667
35800,919.48,0.53,0.43,0.10,0.25,0.09,0.13,451.2,2025-12-04T08:45:06.676503
35900,789.82,0.60,0.41,0.19,0.17,0.12,0.11,460.9,2025-12-04T08:46:57.165957
36000,862.59,0.56,0.41,0.15,0.23,0.12,0.09,461.8,2025-12-04T08:48:47.036033
36100,845.49,0.47,0.35,0.12,0.28,0.14,0.11,468.8,2025-12-04T08:52:18.083609
36200,846.40,0.54,0.39,0.15,0.22,0.09,0.15,461.6,2025-12-04T08:54:07.292360
36300,806.66,0.55,0.38,0.17,0.22,0.10,0.13,469.7,2025-12-04T08:55:57.853274
36400,882.97,0.57,0.42,0.15,0.23,0.09,0.11,469.2,2025-12-04T08:57:48.709227
36500,869.13,0.48,0.31,0.17,0.33,0.09,0.10,457.1,2025-12-04T08:59:36.520461
36600,884.72,0.57,0.42,0.15,0.23,0.08,0.12,446.3,2025-12-04T09:03:04.522427
36700,902.22,0.49,0.39,0.10,0.28,0.08,0.15,440.3,2025-12-04T09:04:48.574677
36800,874.27,0.55,0.43,0.12,0.22,0.12,0.11,459.8,2025-12-04T09:06:36.270499
36900,894.74,0.51,0.36,0.15,0.30,0.08,0.11,460.3,2025-12-04T09:08:25.821664
37000,832.14,0.59,0.40,0.19,0.21,0.11,0.09,466.5,2025-12-04T09:10:13.913645
37100,816.80,0.56,0.35,0.21,0.26,0.07,0.11,481.6,2025-12-04T09:13:53.694373
37200,937.14,0.56,0.42,0.14,0.27,0.06,0.11,442.7,2025-12-04T09:15:39.186102
37300,864.64,0.59,0.47,0.12,0.18,0.10,0.13,458.2,2025-12-04T09:17:28.470734
37400,858.39,0.50,0.37,0.13,0.26,0.06,0.18,467.2,2025-12-04T09:19:18.386655
37500,852.42,0.43,0.33,0.10,0.29,0.14,0.14,450.6,2025-12-04T09:21:05.311011
37600,796.01,0.64,0.43,0.21,0.17,0.07,0.12,470.4,2025-12-04T09:24:36.947784
37700,810.94,0.55,0.43,0.12,0.18,0.11,0.16,460.0,2025-12-04T09:26:25.302759
37800,831.20,0.55,0.40,0.15,0.21,0.08,0.16,463.7,2025-12-04T09:28:16.737752
37900,901.71,0.50,0.40,0.10,0.27,0.11,0.12,458.2,2025-12-04T09:30:05.284226
38000,712.64,0.53,0.34,0.19,0.18,0.11,0.18,486.9,2025-12-04T09:31:59.762485
38100,880.39,0.59,0.42,0.17,0.24,0.11,0.06,465.2,2025-12-04T09:35:07.599348
38200,906.69,0.56,0.45,0.11,0.22,0.11,0.11,449.2,2025-12-04T09:36:54.066328
38300,781.89,0.58,0.36,0.22,0.21,0.09,0.12,469.9,2025-12-04T09:38:44.270086
38400,891.52,0.55,0.47,0.08,0.20,0.15,0.10,457.6,2025-12-04T09:40:31.586518
38500,908.10,0.63,0.43,0.20,0.25,0.06,0.06,435.2,2025-12-04T09:42:15.640067
38600,952.50,0.64,0.51,0.13,0.21,0.08,0.07,443.4,2025-12-04T09:45:11.567987
38700,851.02,0.62,0.49,0.13,0.14,0.11,0.13,446.1,2025-12-04T09:46:56.654738
38800,912.05,0.59,0.43,0.16,0.26,0.08,0.07,449.1,2025-12-04T09:48:44.307818
38900,902.78,0.63,0.43,0.20,0.23,0.07,0.07,437.7,2025-12-04T09:50:31.271331
39000,799.73,0.59,0.43,0.16,0.16,0.14,0.11,456.9,2025-12-04T09:52:18.773313
39100,847.74,0.53,0.43,0.10,0.20,0.14,0.13,454.4,2025-12-04T09:55:36.664651
39200,845.84,0.53,0.35,0.18,0.28,0.06,0.13,456.3,2025-12-04T09:57:23.977394
39300,746.13,0.57,0.36,0.21,0.18,0.13,0.12,474.9,2025-12-04T09:59:15.616019
39400,889.29,0.60,0.47,0.13,0.20,0.10,0.10,452.8,2025-12-04T10:01:03.240618
39500,890.66,0.64,0.47,0.17,0.20,0.06,0.10,452.4,2025-12-04T10:02:49.805866
39600,919.29,0.60,0.47,0.13,0.23,0.06,0.11,454.4,2025-12-04T10:05:59.378935
39700,924.48,0.68,0.52,0.16,0.17,0.09,0.06,436.8,2025-12-04T10:07:43.364984
39800,762.03,0.56,0.36,0.20,0.22,0.09,0.13,475.5,2025-12-04T10:09:36.590411
39900,780.97,0.59,0.40,0.19,0.19,0.09,0.13,473.5,2025-12-04T10:11:30.002105
40000,751.51,0.58,0.38,0.20,0.17,0.06,0.19,476.7,2025-12-04T10:13:27.184043
40100,852.58,0.60,0.43,0.17,0.21,0.04,0.15,449.2,2025-12-04T10:17:00.370674
40200,780.92,0.54,0.37,0.17,0.21,0.13,0.12,485.7,2025-12-04T10:18:57.086016
40300,744.17,0.46,0.29,0.17,0.26,0.15,0.13,467.7,2025-12-04T10:20:49.539053
40400,792.96,0.59,0.43,0.16,0.16,0.15,0.10,470.8,2025-12-04T10:22:43.654301
40500,841.63,0.62,0.43,0.19,0.22,0.06,0.10,479.6,2025-12-04T10:24:36.581491
40600,775.11,0.51,0.37,0.14,0.20,0.15,0.14,475.4,2025-12-04T10:27:59.739184
40700,721.65,0.56,0.32,0.24,0.22,0.16,0.06,483.0,2025-12-04T10:29:56.176653
40800,826.93,0.58,0.42,0.16,0.20,0.11,0.11,473.5,2025-12-04T10:31:50.502057
40900,779.93,0.61,0.43,0.18,0.16,0.07,0.16,463.2,2025-12-04T10:33:40.844492
41000,872.75,0.61,0.44,0.17,0.21,0.09,0.09,464.5,2025-12-04T10:35:32.100020
41100,809.64,0.58,0.42,0.16,0.19,0.13,0.10,470.9,2025-12-04T10:39:10.418652
41200,842.91,0.67,0.44,0.23,0.19,0.08,0.06,444.9,2025-12-04T10:40:57.106054
41300,717.34,0.51,0.33,0.18,0.20,0.10,0.19,486.0,2025-12-04T10:42:50.744526
41400,881.97,0.68,0.47,0.21,0.18,0.06,0.08,460.5,2025-12-04T10:44:42.321525
41500,841.05,0.63,0.46,0.17,0.17,0.09,0.11,462.2,2025-12-04T10:46:35.655667
41600,740.50,0.58,0.34,0.24,0.20,0.13,0.09,489.8,2025-12-04T10:49:46.375451
41700,858.82,0.55,0.45,0.10,0.20,0.13,0.12,463.2,2025-12-04T10:51:38.639679
41800,886.82,0.59,0.43,0.16,0.24,0.09,0.08,454.4,2025-12-04T10:53:29.930144
41900,800.43,0.65,0.40,0.25,0.20,0.08,0.07,479.5,2025-12-04T10:55:23.807412
42000,855.13,0.50,0.34,0.16,0.30,0.11,0.09,467.3,2025-12-04T10:57:19.356343
42100,891.39,0.62,0.46,0.16,0.19,0.06,0.13,462.5,2025-12-04T11:00:55.411645
42200,915.69,0.54,0.41,0.13,0.29,0.08,0.09,461.1,2025-12-04T11:02:44.594493
42300,937.62,0.57,0.43,0.14,0.28,0.09,0.06,450.4,2025-12-04T11:04:35.005657
42400,767.58,0.56,0.41,0.15,0.16,0.16,0.12,468.1,2025-12-04T11:06:27.609977
42500,920.04,0.63,0.49,0.14,0.19,0.08,0.10,439.9,2025-12-04T11:08:14.617026
42600,820.49,0.58,0.40,0.18,0.22,0.09,0.11,454.9,2025-12-04T11:11:44.150422
42700,847.39,0.59,0.42,0.17,0.22,0.07,0.12,462.7,2025-12-04T11:13:35.087727
42800,860.99,0.58,0.43,0.15,0.21,0.13,0.08,470.5,2025-12-04T11:15:26.189580
42900,830.06,0.58,0.39,0.19,0.24,0.11,0.07,469.6,2025-12-04T11:17:17.542389
43000,829.23,0.49,0.35,0.14,0.25,0.15,0.11,454.3,2025-12-04T11:19:05.050344
43100,906.07,0.68,0.49,0.19,0.18,0.09,0.05,436.4,2025-12-04T11:22:20.948795
43200,749.35,0.64,0.38,0.26,0.17,0.09,0.10,484.7,2025-12-04T11:24:15.148146
43300,942.16,0.65,0.50,0.15,0.21,0.06,0.08,436.7,2025-12-04T11:25:59.252141
43400,825.56,0.59,0.41,0.18,0.20,0.09,0.12,439.8,2025-12-04T11:27:45.631991
43500,882.06,0.56,0.45,0.11,0.21,0.06,0.17,451.4,2025-12-04T11:29:35.547059
43600,909.29,0.60,0.43,0.17,0.25,0.06,0.09,456.7,2025-12-04T11:33:07.714242
43700,828.70,0.59,0.45,0.14,0.17,0.07,0.17,460.1,2025-12-04T11:34:59.444024
43800,884.58,0.54,0.40,0.14,0.26,0.09,0.11,444.5,2025-12-04T11:36:47.721732
43900,953.51,0.51,0.41,0.10,0.30,0.09,0.10,439.2,2025-12-04T11:38:36.590561
44000,893.72,0.64,0.45,0.19,0.21,0.05,0.10,450.4,2025-12-04T11:40:25.788539
44100,846.88,0.53,0.40,0.13,0.23,0.09,0.15,460.0,2025-12-04T11:43:56.310940
44200,904.40,0.60,0.50,0.10,0.17,0.13,0.10,446.6,2025-12-04T11:45:43.654321
44300,908.00,0.61,0.48,0.13,0.19,0.11,0.09,431.1,2025-12-04T11:47:29.388125
44400,842.06,0.62,0.44,0.18,0.18,0.13,0.07,458.7,2025-12-04T11:49:20.295991
44500,907.24,0.50,0.36,0.14,0.31,0.09,0.10,464.9,2025-12-04T11:51:11.932180
44600,829.18,0.60,0.40,0.20,0.20,0.12,0.08,459.7,2025-12-04T11:54:25.366775
44700,867.73,0.56,0.39,0.17,0.25,0.07,0.12,450.4,2025-12-04T11:56:14.718059
44800,917.86,0.60,0.47,0.13,0.22,0.03,0.15,442.5,2025-12-04T11:58:02.456607
44900,929.36,0.66,0.46,0.20,0.24,0.05,0.05,442.9,2025-12-04T11:59:52.803649
45000,922.54,0.55,0.44,0.11,0.25,0.14,0.06,443.7,2025-12-04T12:01:45.445871
45100,970.62,0.61,0.48,0.13,0.24,0.08,0.07,430.3,2025-12-04T12:04:43.573623
45200,810.98,0.55,0.35,0.20,0.25,0.09,0.11,459.6,2025-12-04T12:06:35.997156
45300,952.25,0.62,0.46,0.16,0.25,0.08,0.05,441.0,2025-12-04T12:08:24.248974
45400,958.22,0.61,0.49,0.12,0.22,0.08,0.09,444.5,2025-12-04T12:10:10.885621
45500,898.33,0.56,0.43,0.13,0.23,0.12,0.09,446.9,2025-12-04T12:11:59.486970
45600,872.49,0.61,0.46,0.15,0.19,0.13,0.07,458.0,2025-12-04T12:15:11.400630
45700,976.61,0.58,0.52,0.06,0.20,0.04,0.18,436.2,2025-12-04T12:16:55.638805
45800,801.12,0.65,0.51,0.14,0.09,0.13,0.13,466.2,2025-12-04T12:18:47.792163
45900,831.60,0.62,0.42,0.20,0.21,0.10,0.07,470.1,2025-12-04T12:20:40.265053
46000,857.60,0.56,0.42,0.14,0.22,0.07,0.15,453.2,2025-12-04T12:22:30.378285
46100,1005.86,0.68,0.55,0.13,0.22,0.03,0.07,442.6,2025-12-04T12:25:40.125098
46200,922.88,0.61,0.52,0.09,0.18,0.09,0.12,428.7,2025-12-04T12:27:26.079248
46300,847.90,0.63,0.46,0.17,0.19,0.07,0.11,458.2,2025-12-04T12:29:16.588796
46400,855.33,0.66,0.49,0.17,0.16,0.03,0.15,447.4,2025-12-04T12:31:05.188471
46500,823.63,0.55,0.40,0.15,0.20,0.08,0.17,464.3,2025-12-04T12:32:55.377586
46600,949.99,0.58,0.46,0.12,0.26,0.06,0.10,437.6,2025-12-04T12:35:58.562544
46700,812.03,0.58,0.42,0.16,0.18,0.11,0.13,455.3,2025-12-04T12:37:50.092126
46800,943.57,0.64,0.51,0.13,0.19,0.08,0.09,429.3,2025-12-04T12:39:35.250351
46900,934.72,0.65,0.49,0.16,0.21,0.05,0.09,421.1,2025-12-04T12:41:18.093035
47000,932.70,0.64,0.46,0.18,0.24,0.04,0.08,433.3,2025-12-04T12:43:03.331519
47100,978.16,0.63,0.53,0.10,0.21,0.03,0.13,436.0,2025-12-04T12:45:52.023256
47200,1013.36,0.64,0.54,0.10,0.22,0.06,0.08,425.1,2025-12-04T12:47:37.137453
